"","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","scale_index"
"2720",2022,"SE","FT","Data Engineer",229998,"USD",229998,"US",0,"US","L",6.79522111244776
"2721",2022,"SE","FT","Data Engineer",154545,"USD",154545,"US",0,"US","L",6.38215305574742
"2723",2022,"SE","FT","Data Scientist Lead",183000,"USD",183000,"US",100,"US","L",6.73477379849816
"2724",2022,"SE","FT","Data Analyst",99750,"USD",99750,"US",100,"US","M",5.69396036489277
"2725",2022,"SE","FT","Data Analyst",68400,"USD",68400,"US",100,"US","M",6.0473164695738
"2726",2022,"SE","FT","Data Scientist",236900,"USD",236900,"US",100,"US","L",6.97099495368391
"2727",2022,"SE","FT","Data Scientist",159200,"USD",159200,"US",100,"US","L",5.9193316939067
"2728",2022,"SE","FT","Data Science Manager",243225,"USD",243225,"US",100,"US","M",5.31172320210692
"2729",2022,"SE","FT","Data Science Manager",179775,"USD",179775,"US",100,"US","M",5.81854470526402
"2730",2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",6.80315598380679
"2731",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",7.18395378618396
"2732",2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M",6.82979067761278
"2733",2022,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M",7.69921495575792
"2734",2022,"SE","FT","Data Scientist",148000,"USD",148000,"US",100,"US","M",7.2685635936938
"2735",2022,"SE","FT","Data Scientist",128000,"USD",128000,"US",100,"US","M",6.85579505933347
"2736",2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M",7.19617361350798
"2737",2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M",9.03296563923498
"2738",2022,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",100,"US","M",8.24526810062628
"2739",2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",100,"US","M",8.11792806398463
"2740",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.78548457276411
"2741",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.04206195462654
"2742",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",9.3891699242868
"2743",2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M",7.87447315676735
"2744",2022,"SE","FT","Data Scientist",218000,"USD",218000,"US",0,"US","M",7.91404546277118
"2745",2022,"SE","FT","Data Scientist",145300,"USD",145300,"US",0,"US","M",6.90062934343211
"2746",2022,"SE","FT","ML Engineer",195400,"USD",195400,"US",100,"US","L",7.56501522058971
"2747",2022,"SE","FT","ML Engineer",131300,"USD",131300,"US",100,"US","L",7.19212695564601
"2749",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",8.67914994193116
"2750",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.64236410363798
"2751",2022,"SE","FT","Data Scientist",207000,"USD",207000,"US",100,"US","M",6.25410770222789
"2752",2022,"SE","FT","Data Scientist",153000,"USD",153000,"US",100,"US","M",7.08276287412446
"2753",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.25357977089131
"2754",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.95240117961901
"2755",2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M",5.62710603094834
"2756",2022,"SE","FT","Data Analyst",99000,"USD",99000,"US",0,"US","M",8.22490162729619
"2757",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.34513203989181
"2758",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.16435905640688
"2759",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.75206427000285
"2760",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",8.43585457059209
"2761",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.69513478688808
"2762",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.7178537257018
"2763",2022,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"PR",100,"PR","M",7.36001555466544
"2764",2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"PR",100,"PR","M",7.89459831834385
"2765",2022,"SE","FT","Data Scientist",207000,"USD",207000,"US",100,"US","M",6.72000075400421
"2766",2022,"SE","FT","Data Scientist",153000,"USD",153000,"US",100,"US","M",7.83458195112329
"2767",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.64766085292982
"2768",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.26408180147094
"2769",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.83427055440107
"2770",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.264720267373
"2771",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.99003933457081
"2772",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.24830337618075
"2773",2022,"SE","FT","Data Engineer",195700,"USD",195700,"US",0,"US","M",7.02027811163797
"2774",2022,"SE","FT","Data Engineer",130500,"USD",130500,"US",0,"US","M",7.0043680984995
"2775",2022,"SE","FT","ML Engineer",130000,"USD",130000,"US",100,"US","M",6.5628017994001
"2776",2022,"SE","FT","ML Engineer",84000,"USD",84000,"US",100,"US","M",6.49698883847804
"2781",2022,"SE","FT","Data Engineer",141300,"USD",141300,"US",0,"US","M",6.06787600784421
"2782",2022,"SE","FT","Data Engineer",102100,"USD",102100,"US",0,"US","M",8.11908758663599
"2783",2022,"SE","FT","Data Analyst",48000,"EUR",50432,"ES",0,"ES","M",7.47439964806098
"2784",2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M",7.06901224368278
"2788",2022,"SE","FT","Data Analyst",144000,"USD",144000,"US",100,"US","M",6.64432222791558
"2789",2022,"SE","FT","Data Analyst",113000,"USD",113000,"US",100,"US","M",8.02506288405662
"2791",2022,"SE","FT","Data Architect",195400,"USD",195400,"US",100,"US","L",5.51433326433348
"2792",2022,"SE","FT","Data Architect",131300,"USD",131300,"US",100,"US","L",5.20795257098006
"2793",2022,"SE","FT","Machine Learning Engineer",195400,"USD",195400,"US",100,"US","L",8.5618891270965
"2794",2022,"SE","FT","Machine Learning Engineer",131300,"USD",131300,"US",100,"US","L",7.27159265161895
"2795",2022,"SE","FT","Data Architect",195400,"USD",195400,"US",100,"US","L",6.59513735307913
"2796",2022,"SE","FT","Data Architect",131300,"USD",131300,"US",100,"US","L",8.23949850862024
"2797",2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M",8.77360868468092
"2798",2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M",7.15739062680498
"2799",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M",7.87960444195853
"2800",2022,"SE","FT","Data Engineer",80000,"USD",80000,"US",100,"US","M",7.79254434598622
"2802",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",8.79759848308087
"2803",2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M",8.38536368500557
"2804",2022,"SE","FT","Data Engineer",178800,"USD",178800,"US",100,"US","L",6.42740109844128
"2805",2022,"SE","FT","Data Engineer",132100,"USD",132100,"US",100,"US","L",5.90620012973484
"2807",2022,"SE","FT","Machine Learning Engineer",60000,"EUR",63040,"FI",50,"FI","S",7.22340316870542
"2809",2022,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M",8.56730123284165
"2810",2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",100,"US","M",9.11951718630903
"2813",2022,"SE","FT","Analytics Engineer",190000,"USD",190000,"US",100,"US","M",7.05451596059298
"2814",2022,"SE","FT","Analytics Engineer",140000,"USD",140000,"US",100,"US","M",5.92328609106612
"2817",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","L",7.71704491853542
"2818",2022,"SE","FT","Data Scientist",165000,"USD",165000,"US",100,"US","L",7.97085334477372
"2819",2022,"SE","FT","Applied Machine Learning Scientist",108000,"USD",108000,"US",0,"US","L",7.70225680538366
"2821",2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M",7.44420861203472
"2822",2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M",8.90614514856302
"2823",2022,"SE","FT","Data Scientist",179400,"USD",179400,"US",0,"US","M",6.0080785976874
"2824",2022,"SE","FT","Data Scientist",154000,"USD",154000,"US",0,"US","M",7.56162399798855
"2825",2022,"SE","FT","Machine Learning Scientist",193900,"USD",193900,"US",0,"US","M",6.2340384658063
"2826",2022,"SE","FT","Machine Learning Scientist",129300,"USD",129300,"US",0,"US","M",6.15839116172843
"2831",2022,"SE","FT","Analytics Engineer",122500,"USD",122500,"US",100,"US","M",7.21774059125955
"2832",2022,"SE","FT","Analytics Engineer",100000,"USD",100000,"US",100,"US","M",4.93922230789138
"2836",2022,"SE","FT","Data Engineer",193000,"USD",193000,"ES",100,"US","M",6.67052624753259
"2842",2022,"SE","FT","Data Scientist",136994,"USD",136994,"US",100,"US","M",8.83824487759131
"2843",2022,"SE","FT","Data Scientist",101570,"USD",101570,"US",100,"US","M",8.58000658139996
"2844",2022,"SE","FT","ETL Developer",250000,"USD",250000,"US",100,"US","M",7.56481324641095
"2845",2022,"SE","FT","ETL Developer",63000,"USD",63000,"US",100,"US","M",6.77779818116657
"2848",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.02481441253659
"2849",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.14512470099014
"2850",2022,"SE","FT","Director of Data Science",55000,"EUR",57786,"FR",50,"FR","L",7.41383057145823
"2853",2022,"SE","FT","Data Scientist",172000,"USD",172000,"US",100,"US","M",8.37976238715802
"2854",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",5.48484029068146
"2855",2022,"SE","FT","Data Engineer",215000,"USD",215000,"US",0,"US","M",7.50674990026523
"2856",2022,"SE","FT","Data Engineer",164000,"USD",164000,"US",0,"US","M",5.79105262489407
"2857",2022,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M",5.30105153775218
"2858",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",5.24398547944829
"2859",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M",7.54014994652272
"2860",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"US","M",7.61089722360401
"2861",2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M",7.23907274504506
"2862",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",6.01594112929171
"2864",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M",8.05962723216022
"2865",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"US","M",7.20435250502491
"2866",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.4869383140481
"2867",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",8.1628847781656
"2869",2022,"SE","FT","Applied Scientist",212800,"USD",212800,"US",100,"US","M",6.00460448793904
"2870",2022,"SE","FT","Applied Scientist",142800,"USD",142800,"US",100,"US","M",8.61250260622791
"2874",2022,"SE","FT","Data Scientist",151800,"USD",151800,"US",0,"US","M",7.76445547022295
"2875",2022,"SE","FT","Data Scientist",130240,"USD",130240,"US",0,"US","M",6.51247175269745
"2876",2022,"SE","FT","Analytics Engineer",165000,"USD",165000,"US",100,"US","M",9.08002293146492
"2877",2022,"SE","FT","Analytics Engineer",140250,"USD",140250,"US",100,"US","M",7.86762119995758
"2878",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M",5.95759886683014
"2879",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",6.60822958044424
"2880",2022,"SE","FT","Data Scientist",179400,"USD",179400,"US",100,"US","M",7.99283739290188
"2881",2022,"SE","FT","Data Scientist",154000,"USD",154000,"US",100,"US","M",5.83387467764264
"2882",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",8.29317358727994
"2883",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",9.06502739310061
"2884",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.90794945963077
"2885",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.44569239377676
"2886",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.17667480763102
"2887",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",8.64526054461194
"2895",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",4.75786846413015
"2896",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.8219473652893
"2897",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.83721361926796
"2898",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.76408409969234
"2899",2022,"SE","FT","Analytics Engineer",83376,"GBP",102663,"GB",100,"GB","M",6.41452700699647
"2900",2022,"SE","FT","Analytics Engineer",65004,"GBP",80041,"GB",100,"GB","M",6.83721951713658
"2901",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.60717046420438
"2902",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.87227521343832
"2903",2022,"SE","FT","Data Engineer",84958,"GBP",104611,"GB",100,"GB","M",7.91296667812961
"2904",2022,"SE","FT","Data Engineer",66822,"GBP",82280,"GB",100,"GB","M",6.12924173432062
"2905",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",6.16713070376373
"2906",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.06741877845219
"2907",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",0,"US","M",5.43732318008321
"2908",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",0,"US","M",7.41724753948941
"2909",2022,"SE","FT","Data Analyst",115000,"USD",115000,"US",0,"US","L",6.54237480965714
"2911",2022,"SE","FT","Data Operations Analyst",81000,"USD",81000,"US",100,"US","M",7.26953909202556
"2912",2022,"SE","FT","Data Operations Analyst",66000,"USD",66000,"US",100,"US","M",6.63957113107154
"2918",2022,"SE","FT","Data Scientist",204100,"USD",204100,"US",0,"US","M",7.39720737034222
"2919",2022,"SE","FT","Data Scientist",136100,"USD",136100,"US",0,"US","M",8.08388208142141
"2920",2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"US",0,"US","M",6.56471140920483
"2921",2022,"SE","FT","Analytics Engineer",63000,"USD",63000,"US",0,"US","M",6.82705661293496
"2925",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",8.18612935819346
"2926",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",8.24219280302081
"2927",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.74322767463871
"2928",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",6.2653763227844
"2929",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M",7.29641482738448
"2930",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M",7.11322784676482
"2931",2022,"SE","FT","Data Specialist",95000,"USD",95000,"US",100,"US","M",6.4048538414561
"2932",2022,"SE","FT","Data Specialist",70000,"USD",70000,"US",100,"US","M",7.08635186082466
"2936",2022,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M",7.28241536798458
"2937",2022,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M",5.5257804946712
"2940",2021,"SE","FT","Data Analyst",50000,"USD",50000,"PH",100,"PH","S",7.20210544575877
"2942",2022,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M",8.00008844595788
"2943",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M",7.13306396136411
"2944",2022,"SE","FT","Lead Data Scientist",28500,"EUR",29944,"PT",50,"PT","S",5.80106676692267
"2945",2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"US",0,"US","M",7.30192689851482
"2946",2022,"SE","FT","Analytics Engineer",63000,"USD",63000,"US",0,"US","M",7.74494305145887
"2947",2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","L",6.7549896573669
"2948",2022,"SE","FT","Data Scientist",119300,"USD",119300,"US",0,"US","L",7.66312845790519
"2950",2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",0,"US","M",5.94601196650808
"2951",2022,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M",6.23151648020175
"2952",2022,"SE","FT","ETL Developer",146200,"USD",146200,"US",100,"US","M",6.52368421034536
"2953",2022,"SE","FT","ETL Developer",124270,"USD",124270,"US",100,"US","M",8.35924857937034
"2957",2022,"SE","FT","Data Engineer",185800,"USD",185800,"CA",100,"CA","M",8.2040864827899
"2958",2022,"SE","FT","Data Engineer",137400,"USD",137400,"CA",100,"CA","M",6.86909037295914
"2959",2022,"SE","FT","Analytics Engineer",245000,"USD",245000,"US",0,"US","M",7.22162143128634
"2960",2022,"SE","FT","Analytics Engineer",180000,"USD",180000,"US",0,"US","M",6.93080785800786
"2961",2022,"SE","FT","Analytics Engineer",203500,"USD",203500,"US",0,"US","M",7.03509866563976
"2962",2022,"SE","FT","Analytics Engineer",152000,"USD",152000,"US",0,"US","M",7.00691175706217
"2963",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M",6.18516347653289
"2964",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",0,"US","M",6.94723950712484
"2965",2022,"SE","FT","Machine Learning Infrastructure Engineer",186000,"USD",186000,"US",100,"US","M",8.96895627009994
"2966",2022,"SE","FT","Machine Learning Infrastructure Engineer",148800,"USD",148800,"US",100,"US","M",5.63651453495247
"2967",2022,"SE","FT","Lead Machine Learning Engineer",7500000,"INR",95386,"IN",50,"IN","L",7.18317179736414
"2972",2022,"SE","FT","Data Scientist",203500,"USD",203500,"US",0,"US","M",5.35939839203007
"2973",2022,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M",5.0506122311954
"2974",2022,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"US","M",7.61587146197789
"2975",2022,"SE","FT","Machine Learning Engineer",148800,"USD",148800,"US",100,"US","M",7.64383230360364
"2979",2022,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M",7.43908862856617
"2980",2022,"SE","FT","Data Scientist",120000,"USD",120000,"US",100,"US","M",6.56585552223909
"2983",2022,"SE","FT","Data Analyst",216200,"USD",216200,"US",0,"US","M",7.95933379969473
"2984",2022,"SE","FT","Data Analyst",144100,"USD",144100,"US",0,"US","M",5.68631519397788
"2987",2022,"SE","FT","ETL Developer",250000,"USD",250000,"US",0,"US","M",5.78449734766632
"2988",2022,"SE","FT","ETL Developer",63000,"USD",63000,"US",0,"US","M",6.95706953799542
"2989",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M",5.91585573833738
"2990",2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M",8.10345056302362
"2991",2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"US",100,"US","M",6.88469866639672
"2992",2022,"SE","FT","Machine Learning Engineer",85000,"USD",85000,"US",100,"US","M",5.81712203584036
"2993",2022,"SE","FT","Data Science Manager",206000,"USD",206000,"US",100,"US","M",6.68603781822175
"2994",2022,"SE","FT","Data Science Manager",175100,"USD",175100,"US",100,"US","M",6.26963745831028
"2995",2022,"SE","FT","Machine Learning Engineer",189650,"USD",189650,"US",0,"US","M",7.39468666839479
"2996",2022,"SE","FT","Machine Learning Engineer",164996,"USD",164996,"US",0,"US","M",6.29309824285463
